dis_no,seq,start,end,years,decade,decade_year,category,subcategory,type,subtype,event_name,country,iso,latitude,longitude,region,continent,deaths,affected,deaths_affected,random_x,random_y
1933-0026-CHN,2019,1933,1933,0,4,3,Geophysical,Earthquake,Earthquake,Earthquake,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,200,150,350,0.740312123,0.848246704
1934-0005-CHN,66,1934,1934,0,4,4,Hydrological,Landslide,Landslide,Landslide,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,500,,500,0.729243032,0.977403104
1934-0008-JPN,350,1934,1934,0,4,4,Meteorological,Storm,Storm,Tropical Cyclone,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,3006,,3006,0.874541921,0.880029178
1934-0007-SLV,351,1934,1934,0,4,4,Meteorological,Storm,Storm,Tropical Cyclone,,El Salvador,SLV,13.794185,-88.89653,Central America,Americas,2000,,2000,0.996153108,0.869818206
1935-0001-UGA,355,1935,1935,0,4,5,Biological,Epidemic,Epidemic,Bacterial Disease,Bubonic,Uganda,UGA,1.373333,32.290275,Eastern Africa,Africa,2000,,2000,0.10126003,0.291589484
1935-0012-HTI,68,1935,1935,0,4,5,Meteorological,Storm,Storm,Tropical Cyclone,Jeremie & Jacmel,Haiti,HTI,18.971187,-72.285215,Caribbean,Americas,2150,,2150,0.526384705,0.144419634
1935-0019-CHN,67,1935,1935,0,4,5,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,142000,10030000,10172000,0.469894305,0.227510223
1935-0015-IND,69,1935,1935,0,4,5,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,60000,,60000,0.092656859,0.091823056
1935-0005-PAK,352,1935,1935,0,4,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,60000,25000,85000,0.488411273,0.849850317
1935-0003-TWN,353,1935,1935,0,4,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Taiwan,TWN,23.69781,120.960515,Eastern Asia,Asia,3276,101588,104864,0.83869646,0.63581645
1935-0006-TWN,354,1935,1935,0,4,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Taiwan,TWN,23.69781,120.960515,Eastern Asia,Asia,2746,156004,158750,0.705235283,0.296658321
1935-0007-USA,356,1935,1935,0,4,5,Meteorological,Storm,Storm,Tropical Cyclone,,United States,USA,37.09024,-95.712891,Northern America,Americas,408,,408,0.447662246,0.777065998
1935-0030-IRN,2065,1935,1935,0,4,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,690,,690,0.828859169,0.52723993
1935-0031-TUR,2129,1935,1935,0,4,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,540,,540,0.717590964,0.503991813
1936-0006-CAN,71,1936,1936,0,4,6,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,Canada,CAN,56.130366,-106.346771,Northern America,Americas,500,,500,0.045253662,0.861834958
1936-0009-IND,72,1936,1936,0,4,6,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,233,,233,0.863778795,0.108054584
1936-0007-KOR,357,1936,1936,0,4,6,Meteorological,Storm,Storm,Tropical Cyclone,,South Korea,KOR,35.907757,127.766922,Eastern Asia,Asia,1104,,1104,0.825593376,0.213283903
1936-0004-MMR,358,1936,1936,0,4,6,Meteorological,Storm,Storm,Tropical Cyclone,,Myanmar,MMR,21.913965,95.956223,South-Eastern Asia,Asia,1000,150000,151000,0.865327958,0.849823327
1936-0008-PHL,359,1936,1936,0,4,6,Meteorological,Storm,Storm,Tropical Cyclone,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,517,,517,0.537286635,0.105106414
1936-0003-USA,360,1936,1936,0,4,6,Meteorological,Storm,Storm,Convective Storm,,United States,USA,37.09024,-95.712891,Northern America,Americas,455,,455,0.832186728,0.079711431
1936-0005-USA,361,1936,1936,0,4,6,Meteorological,Extreme_Temperature,Extreme Temperature,Heat Wave,,United States,USA,37.09024,-95.712891,Northern America,Americas,1193,,1193,0.311089852,0.024097864
1936-0002-USA,665,1936,1936,0,4,6,Hydrological,Flood,Flood,Flood,,United States,USA,37.09024,-95.712891,Northern America,Americas,200,,200,0.29718071,0.481279838
1936-0034-SLV,2066,1936,1936,0,4,6,Geophysical,Earthquake,Earthquake,Ground Movement,,El Salvador,SLV,13.794185,-88.89653,Central America,Americas,400,,400,0.508814358,0.851407639
1937-0004-PNG,364,1937,1937,0,4,7,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Tavurvur,Papua New Guinea,PNG,-6.314993,143.95555,Melanesia,Oceania,506,7500,8006,0.804535907,0.860921968
1937-0011-HKG,73,1937,1937,0,4,7,Meteorological,Storm,Storm,Tropical Cyclone,,Hong Kong (SAR China),HKG,22.396428,114.109497,Eastern Asia,Asia,11000,,11000,0.216482441,0.432457268
1937-0007-PHL,363,1937,1937,0,4,7,Meteorological,Storm,Storm,Tropical Cyclone,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,231,,231,0.80319275,0.865074341
1937-0023-CHN,2022,1937,1937,0,4,7,Geophysical,Earthquake,Earthquake,Ground Movement,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,390,,390,0.558846344,0.081006688
1938-0017-JPN,365,1938,1938,0,4,8,Hydrological,Flood,Flood,Flood,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,933,,933,0.6767756,0.418089987
1938-0006-PHL,366,1938,1938,0,4,8,Meteorological,Storm,Storm,Tropical Cyclone,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,305,,305,0.010854732,0.377148188
1938-0001-USA,368,1938,1938,0,4,8,Hydrological,Landslide,Landslide,Landslide,,United States,USA,37.09024,-95.712891,Northern America,Americas,200,,200,0.322087217,0.667364767
1938-0004-USA,369,1938,1938,0,4,8,Meteorological,Storm,Storm,Tropical Cyclone,,United States,USA,37.09024,-95.712891,Northern America,Americas,600,,600,0.254617669,0.407975795
1939-0001-CHL,74,1939,1939,0,4,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Chile,CHL,-35.675147,-71.542969,South America,Americas,30000,58500,88500,0.598449051,0.604131632
1939-0006-CHN,75,1939,1939,0,4,9,Hydrological,Flood,Flood,Riverine Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,500000,,500000,0.57831379,0.659952095
1939-0010-TUR,370,1939,1939,0,4,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,32962,,32962,0.554906024,0.197333741
1940-0031-SDN,374,1940,1940,0,5,0,Biological,Epidemic,Epidemic,Viral Disease,Yellow Fever,Sudan,SDN,12.862807,30.217636,Northern Africa,Africa,1500,15000,16500,0.703841717,0.344396787
1940-9002-CPV,76,1940,1944,4,5,0,Climatological,Drought,Drought,Drought,,Cape Verde Islands,CPV,16.002082,-24.013197,Western Africa,Africa,20000,,20000,0.400834965,0.581198045
1940-0001-ROU,373,1940,1940,0,5,0,Geophysical,Earthquake,Earthquake,Ground Movement,,Romania,ROU,45.943161,24.96676,Eastern Europe,Europe,980,,980,0.098490059,0.983806773
1941-0003-BGD,77,1941,1941,0,5,1,Meteorological,Storm,Storm,Tropical Cyclone,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,5000,,5000,0.416867999,0.062621784
1941-0004-PER,375,1941,1941,0,5,1,Hydrological,Landslide,Landslide,Landslide,,Peru,PER,-9.189967,-75.015152,South America,Americas,5000,,5000,0.184575408,0.798492393
1941-0029-YMN,667,1941,1941,0,5,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Yemen,YEM,15.552727,48.516388,Western Asia,Asia,1200,8700,9900,0.098721144,0.826316256
1941-0030-IRN,2067,1941,1941,0,5,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,730,,730,0.744985664,0.731984712
1941-0032-TUR,2130,1941,1941,0,5,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,430,,430,0.176571415,0.293674186
1941-0035-TWN,2131,1941,1941,0,5,1,Geophysical,Earthquake,Earthquake,Ground Movement,,Taiwan,TWN,23.69781,120.960515,Eastern Asia,Asia,319,5304,5623,0.913085196,0.064573461
1942-9003-IND,78,1942,1942,0,5,2,Climatological,Drought,Drought,Drought,,India,IND,20.593684,78.96288,Southern Asia,Asia,1500000,,1500000,0.102661892,0.748605907
1942-0008-BGD,79,1942,1942,0,5,2,Meteorological,Storm,Storm,Tropical Cyclone,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,61000,,61000,0.231773005,0.222405959
1942-0001-ECU,80,1942,1942,0,5,2,Geophysical,Earthquake,Earthquake,Ground Movement,,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,200,,200,0.467436198,0.430013891
1942-0009-IND,81,1942,1942,0,5,2,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,40000,,40000,0.867604721,0.428976957
1942-0011-TUR,376,1942,1942,0,5,2,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,3000,,3000,0.727805952,0.635692392
1943-9002-BGD,82,1943,1943,0,5,3,Climatological,Drought,Drought,Drought,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,1900000,,1900000,0.068231731,0.357807306
1943-0024-IDN,83,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,213,16096,16309,0.391725995,0.22043893
1943-0011-IND,84,1943,1943,0,5,3,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,5000,,5000,0.565288819,0.204216347
1943-0027-JPN,377,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,1400,23217,24617,0.293893725,0.284538921
1943-0028-JPN,378,1943,1943,0,5,3,Hydrological,Flood,Flood,Flood,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,990,,990,0.106604474,0.400368546
1943-0007-PER,379,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Peru,PER,-9.189967,-75.015152,South America,Americas,200,,200,0.751315883,0.365141542
1943-0014-TUR,380,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,4020,5000,9020,0.259521066,0.637571081
1943-0051-TUR,2132,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,285,,285,0.802990849,0.314483625
1943-0054-TUR,2133,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,285,,285,0.81400034,0.905561509
1943-0055-TUR,2134,1943,1943,0,5,3,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,550,,550,0.969308001,0.111587724
1944-0002-ARG,85,1944,1944,0,5,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Argentina,ARG,-38.416097,-63.616672,South America,Americas,10000,155000,165000,0.1350662,0.118369677
1944-0006-IND,86,1944,1944,0,5,4,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,304,,304,0.698334751,0.476547788
1944-0026-JPN,381,1944,1944,0,5,4,Geophysical,Earthquake,Earthquake,Tsunami,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,1223,80573,81796,0.168401487,0.599318871
1944-0003-TUR,382,1944,1944,0,5,4,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,3959,,3959,0.539268192,0.899489288
1944-0009-USA,383,1944,1944,0,5,4,Meteorological,Storm,Storm,Tropical Cyclone,,United States,USA,37.09024,-95.712891,Northern America,Americas,390,,390,0.507457671,0.455126904
1945-0006-JPN,388,1945,1945,0,5,5,Meteorological,Storm,Storm,Tropical Cyclone,Akune,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,451,540981,541432,0.007428599,0.483299719
1945-0002-JPN,387,1945,1945,0,5,5,Meteorological,Storm,Storm,Tropical Cyclone,Makurazaki,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,3746,1340691,1344437,0.099264644,0.861073736
1945-0015-JPN,385,1945,1945,0,5,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,2306,22559,24865,0.059968194,0.999257668
1945-0007-PAK,386,1945,1945,0,5,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,4000,,4000,0.847077098,0.927685224
1945-0017-TUR,2135,1945,1945,0,5,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,300,,300,0.114031238,0.356900221
1945-0019-TUR,2136,1945,1945,0,5,5,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,300,,300,0.353179395,0.99299147
1946-9004-CPV,87,1946,1946,0,5,6,Climatological,Drought,Drought,Drought,,Cape Verde Islands,CPV,16.002082,-24.013197,Western Africa,Africa,30000,,30000,0.187052477,0.660707885
1946-0001-DZA,88,1946,1946,0,5,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Algeria,DZA,28.033886,1.659626,Northern Africa,Africa,276,,276,0.623734273,0.247284947
1946-0015-JPN,389,1946,1946,0,5,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,2000,,2000,0.544575541,0.114065359
1946-0014-PER,391,1946,1946,0,5,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Peru,PER,-9.189967,-75.015152,South America,Americas,1400,,1400,0.767236138,0.154441747
1946-0024-PHL,392,1946,1946,0,5,6,Meteorological,Storm,Storm,Tropical Cyclone,,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,260,,260,0.737118741,0.800233887
1946-0023-SUN,393,1946,1946,0,5,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Russian Federation,RUS,61.52401,105.318756,Russian Federation,Europe,400,,400,0.941653721,0.353469368
1946-0012-TUR,394,1946,1946,0,5,6,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,840,,840,0.504173059,0.015836045
1947-0009-JPN,396,1947,1947,0,5,7,Meteorological,Storm,Storm,Tropical Cyclone,Catherine,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,1930,,1930,0.895391242,0.270758925
1947-0007-EGY,90,1947,1947,0,5,7,Biological,Epidemic,Epidemic,Bacterial Disease,Cholera,Egypt,EGY,26.820553,30.802498,Northern Africa,Africa,10276,,10276,0.659920726,0.895695883
1947-0012-BGD,89,1947,1947,0,5,7,Meteorological,Storm,Storm,Tropical Cyclone,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,500,,500,0.586364779,0.952565087
1947-0011-HKG,91,1947,1947,0,5,7,Meteorological,Storm,Storm,Tropical Cyclone,,Hong Kong (SAR China),HKG,22.396428,114.109497,Eastern Asia,Asia,2000,,2000,0.47666042,0.295021164
1947-0001-IRN,395,1947,1947,0,5,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,400,,400,0.270289779,0.585209065
1947-0002-JPN,397,1947,1947,0,5,7,Hydrological,Flood,Flood,Flood,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,2000,,2000,0.389781683,0.830337695
1947-0013-PER,398,1947,1947,0,5,7,Geophysical,Earthquake,Earthquake,Ground Movement,,Peru,PER,-9.189967,-75.015152,South America,Americas,233,,233,0.887289846,0.285887313
1948-0007-JPN,401,1948,1948,0,5,8,Meteorological,Storm,Storm,Tropical Cyclone,Lone,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,868,414153,415021,0.779552166,0.74002284
1948-0027-BRA,92,1948,1948,0,5,8,Hydrological,Flood,Flood,Flood,,Brazil,BRA,-14.235004,-51.92528,South America,Americas,200,,200,0.037974603,0.767908534
1948-0022-CHN,94,1948,1948,0,5,8,Meteorological,Storm,Storm,Tropical Cyclone,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,1000,,1000,0.186172214,0.372975367
1948-0024-CHN,95,1948,1948,0,5,8,Meteorological,Storm,Storm,Tropical Cyclone,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,800,,800,0.209132469,0.840534122
1948-0020-CHN,96,1948,1948,0,5,8,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,330,,330,0.822675606,0.620712434
1948-0008-IND,97,1948,1948,0,5,8,Hydrological,Landslide,Landslide,Landslide,,India,IND,20.593684,78.96288,Southern Asia,Asia,500,,500,0.25767548,0.253372089
1948-0001-IRN,399,1948,1948,0,5,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Iran,IRN,32.427908,53.688046,Southern Asia,Asia,200,6000,6200,0.462074025,0.038804959
1948-0005-JPN,400,1948,1948,0,5,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,5131,326000,331131,0.359284718,0.820772019
1948-0011-SUN,403,1948,1948,0,5,8,Geophysical,Earthquake,Earthquake,Ground Movement,,Russian Federation,RUS,61.52401,105.318756,Russian Federation,Europe,110000,,110000,0.077548557,0.968431879
1948-0017-TUR,404,1948,1948,0,5,8,Hydrological,Flood,Flood,Flood,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,200,,200,0.545561378,0.42935409
1948-0033-CHN,2025,1948,1948,0,5,8,Geophysical,Earthquake,Earthquake,Ground Movement,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,800,3200,4000,0.272378736,0.771587505
1949-0007-JPN,406,1949,1949,0,5,9,Meteorological,Storm,Storm,Tropical Cyclone,Della,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,419,194046,194465,0.815211438,0.620432887
1949-0003-MEX,408,1949,1949,0,5,9,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Paricutin,Mexico,MEX,23.634501,-102.552784,Central America,Americas,1000,,1000,0.764641941,0.396698944
1949-0002-COL,101,1949,1949,0,5,9,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Purace,Colombia,COL,4.570868,-74.297333,South America,Americas,1000,,1000,0.072809916,0.991506439
1949-0014-PHL,409,1949,1949,0,5,9,Meteorological,Storm,Storm,Tropical Cyclone,Rena,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,1000,,1000,0.74641537,0.208136837
1949-0010-ECU,98,1949,1949,0,5,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Ecuador,ECU,-1.831239,-78.183406,South America,Americas,6000,100000,106000,0.875336208,0.60468884
1949-0025-CHN,100,1949,1949,0,5,9,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,57000,,57000,0.641946455,0.721244542
1949-0012-GTM,102,1949,1949,0,5,9,Hydrological,Flood,Flood,Flood,,Guatemala,GTM,15.783471,-90.230759,Central America,Americas,40000,,40000,0.911669796,0.188018594
1949-0013-IND,103,1949,1949,0,5,9,Meteorological,Storm,Storm,Tropical Cyclone,,India,IND,20.593684,78.96288,Southern Asia,Asia,1000,,1000,0.230519971,0.61294332
1949-0008-SUN,410,1949,1949,0,5,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Russian Federation,RUS,61.52401,105.318756,Russian Federation,Europe,3500,,3500,0.085643994,0.613915071
1949-0001-SUN,411,1949,1949,0,5,9,Hydrological,Landslide,Landslide,Landslide,,Russian Federation,RUS,61.52401,105.318756,Russian Federation,Europe,12000,,12000,0.492920533,0.19755552
1949-0019-TUR,412,1949,1949,0,5,9,Geophysical,Earthquake,Earthquake,Ground Movement,,Turkey,TUR,38.963745,35.243322,Western Asia,Asia,320,355,675,0.971561668,0.04774925
1950-0010-JPN,413,1950,1950,0,6,0,Meteorological,Storm,Storm,Tropical Cyclone,Jane,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,509,642117,642626,0.529051129,0.273132383
1950-0008-IND,104,1950,1950,0,6,0,Geophysical,Earthquake,Earthquake,Ground Movement,,India,IND,20.593684,78.96288,Southern Asia,Asia,1500,,1500,0.79722261,0.762286089
1950-0007-CHN,105,1950,1950,0,6,0,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,500,10000000,10000500,0.756143607,0.090233805
1950-0028-COL,106,1950,1950,0,6,0,Geophysical,Earthquake,Earthquake,Ground Movement,,Colombia,COL,4.570868,-74.297333,South America,Americas,211,40000,40211,0.026668146,0.263972931
1950-0001-PAK,414,1950,1950,0,6,0,Hydrological,Flood,Flood,Riverine Flood,,Pakistan,PAK,30.375321,69.345116,Southern Asia,Asia,2900,,2900,0.106823567,0.036790574
1950-0013-USA,671,1950,1950,0,6,0,Meteorological,Storm,Storm,Storm,,United States,USA,37.09024,-95.712891,Northern America,Americas,200,,200,0.571154669,0.515194325
1951-0024-PHL,425,1951,1951,0,6,1,Meteorological,Storm,Storm,Tropical Cyclone,Amy,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,569,60000,60569,0.599790918,0.82352461
1951-0022-PHL,423,1951,1951,0,6,1,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Hibok-Hibok,Philippines,PHL,12.879721,121.774017,South-Eastern Asia,Asia,500,,500,0.914901551,0.032522456
1951-0006-PNG,426,1951,1951,0,6,1,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Lamington,Papua New Guinea,PNG,-6.314993,143.95555,Melanesia,Oceania,3000,,3000,0.556600911,0.627637726
1951-0002-IDN,111,1951,1951,0,6,1,Geophysical,Volcanic_Activity,Volcanic Activity,Ash Fall,Mt. Merapi,Indonesia,IDN,-0.789275,113.921327,South-Eastern Asia,Asia,1300,,1300,0.207740443,0.258277087
1951-0019-JPN,420,1951,1951,0,6,1,Meteorological,Storm,Storm,Tropical Cyclone,Ruth,Japan,JPN,36.204824,138.252924,Eastern Asia,Asia,943,,943,0.114632042,0.600534028
1951-0036-BGD,108,1951,1951,0,6,1,Meteorological,Storm,Storm,Storm,,Bangladesh,BGD,23.684994,90.356331,Southern Asia,Asia,200,,200,0.864402838,0.344260683
1951-0018-CHN,109,1951,1951,0,6,1,Hydrological,Flood,Flood,Flood,,China,CHN,35.86166,104.195397,Eastern Asia,Asia,4800,,4800,0.649861895,0.644439144
